year,county_5dcode,pop
2000,01101,223428
2000,01103,111221
2000,01105,11809
2000,01107,20881
2000,01109,29748
2000,01111,22377
2000,01113,49805
2000,01115,65080
2000,01117,144674
2000,01119,14746
2000,01121,80772
2000,01123,41689
2000,01125,165414
2000,01127,70602
2000,01129,18101
2000,01131,12939
2000,01133,24857
2000,02013,2693
2000,02016,5470
2000,02020,260816
2000,02050,16080
2000,02060,1232
2000,02068,1890
2000,02070,4916
2000,02090,83005
2000,02100,2399
2000,02110,30668
2000,02122,49618
2000,02130,13991
2000,02150,13983
2000,02164,1814
2000,02170,59802
2000,02180,9152
2000,02185,7420
2000,02188,7226
2000,02201,6139
2000,02220,8845
2000,02232,3430
2000,02240,6177
2000,02261,10210
2000,02270,7033
2000,02280,6669
2000,02282,796
2000,02290,6489
2000,04001,69507
2000,04003,118132
2000,04005,116773
2000,04007,51332
2000,04009,33511
2000,04011,8547
2000,04012,19611
2000,04013,3092197
2000,04015,156215
2000,04017,97689
2000,04019,848019
2000,04021,181280
2000,04023,38589
2000,04025,168608
2000,04027,160576
2000,05001,20776
2000,05003,24179
2000,05005,38446
2000,05007,154744
2000,05009,34051
2000,05011,12597
2000,05013,5709
2000,05015,25369
2000,05017,14062
2000,05019,23474
2000,05021,17537
2000,05023,24100
2000,05025,8536
2000,05027,25599
2000,05029,20312
2000,05031,82519
2000,05033,53404
2000,05035,50915
2000,05037,19458
2000,05039,9146
2000,05041,15302
2000,05043,18670
2000,05045,86501
2000,05047,17737
2000,05049,11656
2000,05051,88311
2000,05053,16476
2000,05055,37563
2000,05057,23620
2000,05059,30480
2000,05061,14233
2000,05063,34333
2000,05065,13298
2000,05067,18403
2000,05069,84171
2000,05071,22813
2000,05073,8539
2000,05075,17672
2000,05077,12527
2000,05079,14477
2000,05081,13613
2000,05083,22500
2000,05085,53153
2000,05087,14272
2000,05089,16162
2000,05091,40436
2000,05093,51849
2000,05095,10182
2000,05097,9263
2000,05099,9895
2000,05101,8642
2000,05103,28677
2000,05105,10223
2000,05107,26290
2000,05109,11332
2000,05111,25617
2000,05113,20268
2000,05115,54541
2000,05117,9491
2000,05119,361876
2000,05121,18155
2000,05123,29325
2000,05125,84084
2000,05127,10980
2000,05129,8246
2000,05131,115578
2000,05133,15747
2000,05135,17138
2000,05137,11519
2000,05139,45532
2000,05141,16221
2000,05143,158851
2000,05145,67382
2000,05147,8686
2000,05149,21147
2000,06001,1449840
2000,06003,1209
2000,06005,35153
2000,06007,203807
2000,06009,40645
2000,06011,18817
2000,06013,952810
2000,06015,27440
2000,06017,157162
2000,06019,801288
2000,06021,26416
2000,06023,126462
2000,06025,142410
2000,06027,17955
2000,06029,663803
2000,06031,129835
2000,06033,58538
2000,06035,33719
2000,06037,9538191
2000,06039,123587
2000,06041,247520
2000,06043,17101
2000,06045,86407
2000,06047,212258
2000,06049,9406
2000,06051,12921
2000,06053,402990
2000,06055,124565
2000,06057,92520
2000,06059,2854513
2000,06061,251012
2000,06063,20754
2000,06065,1558985
2000,06067,1229940
2000,06069,53781
2000,06071,1718037
2000,06073,2827366
2000,06075,777885
2000,06077,567885
2000,06079,247839
2000,06081,707820
2000,06083,399990
2000,06085,1684947
2000,06087,255835
2000,06089,163615
2000,06091,3574
2000,06093,44218
2000,06095,396974
2000,06097,460421
2000,06099,449471
2000,06101,79192
2000,06103,56170
2000,06105,12980
2000,06107,368627
2000,06109,54658
2000,06111,756506
2000,06113,169835
2000,06115,60372
2000,08003,14954
2000,08005,491482
2000,08007,10020
2000,08009,4501
2000,08011,5954
2000,08015,16337
2000,08017,2209
2000,08019,9255
2000,08021,8401
2000,08023,3675
2000,08025,5509
2000,08027,3523
2000,08029,27877
2000,08031,555651
2000,08033,1847
2000,08035,180121
2000,08037,41961
2000,08039,20060
2000,08041,519938
2000,08043,46245
2000,08045,44257
2000,08047,4783
2000,08049,12496
2000,08051,14068
2000,08053,791
2000,08055,7771
2000,08057,1577
2000,08061,1610
2000,08063,7971
2000,08065,7815
2000,08067,44228
2000,08069,253072
2000,08071,15297
2000,08073,6070
2000,08075,20699
2000,08077,117631
2000,08079,832
2000,08081,13147
2000,08083,23847
2000,08085,33599
2000,08087,27257
2000,08089,20242
2000,08091,3775
2000,08093,14670
2000,08095,4455
2000,08097,14817
2000,08099,14431
2000,08101,141800
2000,08103,5986
2000,08105,12445
2000,08107,19815
2000,08109,5939
2000,08111,562
2000,08113,6609
2000,08115,2746
2000,08117,23700
2000,08119,20655
2000,08121,4939
2000,08125,9823
2000,08911,366963
2000,08912,292927
2000,08913,528155
2000,08914,183129
2000,09001,884364
2000,09003,858416
2000,09005,182597
2000,09007,155593
2000,09009,824911
2000,09011,259848
2000,09013,136863
2000,09015,109185
2000,10001,127229
2000,10003,501837
2000,10005,157307
2000,11001,572046
2000,12001,218611
2000,12003,22374
2000,12005,148393
2000,12007,26064
2000,12009,477819
2000,12011,1630600
2000,12013,13040
2000,12015,142266
2000,12017,118649
2000,12019,141629
2000,12021,254015
2000,12023,56571
2000,12027,32196
2000,12029,13758
2000,12031,779800
2000,12033,294725
2000,12035,50579
2000,12037,9839
2000,12039,44950
2000,12041,14443
2000,12043,10579
2000,12045,14566
2000,12047,13330
2000,12049,26769
2000,12051,36255
2000,12053,131390
2000,12055,87417
2000,12057,1003435
2000,12059,18553
2000,12061,113323
2000,12063,46701
2000,12065,12891
2000,12067,7011
2000,12069,212347
2000,12071,444311
2000,12073,240571
2000,12075,34644
2000,12077,6989
2000,12079,18734
2000,12081,265644
2000,12083,260221
2000,12085,127301
2000,12086,2259508
2000,12087,79470
2000,12089,57957
2000,12091,171200
2000,12093,35917
2000,12095,903019
2000,12097,174146
2000,12099,1135787
2000,12101,347038
2000,12103,922150
2000,12105,485515
2000,12107,70433
2000,12109,124522
2000,12111,193518
2000,12113,118360
2000,12115,327165
2000,12117,367378
2000,12119,53738
2000,12121,35071
2000,12123,19233
2000,12125,13450
2000,12127,444935
2000,12129,22924
2000,12131,40755
2000,12133,21023
2000,13001,17396
2000,13003,7591
2000,13005,10131
2000,13007,4025
2000,13009,44684
2000,13011,14544
2000,13013,46520
2000,13015,76806
2000,13017,17483
2000,13019,16268
2000,13021,153857
2000,13023,11654
2000,13025,14700
2000,13027,16458
2000,13029,23474
2000,13031,56146
2000,13033,22279
2000,13035,19621
2000,13037,6325
2000,13039,43824
2000,13043,9585
2000,13045,87932
2000,13047,53549
2000,13049,10312
2000,13051,232492
2000,13053,15047
2000,13055,25419
2000,13057,143777
2000,13059,102401
2000,13061,3353
2000,13063,238079
2000,13065,6831
2000,13067,611505
2000,13069,37592
2000,13071,42140
2000,13073,90138
2000,13075,15855
2000,13077,90117
2000,13079,12408
2000,13081,22018
2000,13083,15199
2000,13085,16238
2000,13087,28223
2000,13089,668271
2000,13091,19168
2000,13093,11519
2000,13095,95859
2000,13097,92774
2000,13099,12303
2000,13101,3782
2000,13103,37755
2000,13105,20464
2000,13107,21851
2000,13109,10531
2000,13111,19954
2000,13113,92073
2000,13115,90837
2000,13117,100400
2000,13119,20314
2000,13121,816190
2000,13123,23634
2000,13125,2574
2000,13127,67696
2000,13129,44401
2000,13131,23624
2000,13133,14389
2000,13135,595584
2000,13137,36095
2000,13139,140993
2000,13141,10066
2000,13143,25788
2000,13145,23912
2000,13147,23046
2000,13149,11038
2000,13151,121774
2000,13153,111294
2000,13155,9905
2000,13157,41845
2000,13159,11496
2000,13161,12734
2000,13163,17229
2000,13165,8584
2000,13167,8567
2000,13169,23762
2000,13171,16024
2000,13173,7283
2000,13175,44931
2000,13177,24808
2000,13179,61811
2000,13181,8335
2000,13183,10370
2000,13185,92206
2000,13187,21251
2000,13189,21269
2000,13191,10948
2000,13193,14025
2000,13195,25800
2000,13197,7189
2000,13199,22526
2000,13201,6351
2000,13205,23965
2000,13207,21824
2000,13209,8234
2000,13211,15531
2000,13213,36737
2000,13215,186478
2000,13217,62768
2000,13219,25874
2000,13221,12688
2000,13223,83026
2000,13225,23871
2000,13227,23412
2000,13229,15702
2000,13231,13571
2000,13233,38178
2000,13235,9655
2000,13237,18834
2000,13239,2596
2000,13241,15070
2000,13243,7773
2000,13245,199547
2000,13247,70724
2000,13249,3791
2000,13251,15341
2000,13253,9329
2000,13255,58497
2000,13257,25482
2000,13259,5284
2000,13261,33448
2000,13263,6563
2000,13265,2076
2000,13267,22322
2000,13269,8821
2000,13271,11893
2000,13273,10935
2000,13275,42829
2000,13277,38348
2000,13279,26137
2000,13281,9348
2000,13283,6862
2000,13285,58923
2000,13287,9475
2000,13289,10556
2000,13291,17398
2000,13293,27746
2000,13295,61268
2000,13297,61413
2000,13299,35421
2000,13301,6275
2000,13303,21188
2000,13305,26596
2000,13307,2398
2000,13309,6174
2000,13311,20186
2000,13313,84222
2000,13315,8632
2000,13317,10694
2000,13319,10193
2000,13321,21983
2000,15001,149244
2000,15003,876629
2000,15005,145
2000,15007,58568
2000,15009,128933
2000,16001,303328
2000,16003,3477
2000,16005,75728
2000,16007,6424
2000,16009,9186
2000,16011,41753
2000,16013,19115
2000,16015,6702
2000,16017,36950
2000,16019,82968
2000,16021,9913
2000,16023,2894
2000,16025,968
2000,16027,133082
2000,16029,7281
2000,16031,21393
2000,16033,1024
2000,16035,8930
2000,16037,4336
2000,16039,28610
2000,16041,11350
2000,16043,11769
2000,16045,15215
2000,16047,14196
2000,16049,15470
2000,16051,19193
2000,16053,18493
2000,16055,109487
2000,16057,34878
2000,16059,7724
2000,16061,3740
2000,16063,4051
2000,16065,27519
2000,16067,20103
2000,16069,37398
2000,16071,4135
2000,16073,10690
2000,16075,20624
2000,16077,7484
2000,16079,13762
2000,16081,6098
2000,16083,64360
2000,16085,7659
2000,16087,9970
2000,17001,68183
2000,17003,9684
2000,17005,17659
2000,17007,42052
2000,17009,6977
2000,17011,35456
2000,17013,5086
2000,17015,16611
2000,17017,13675
2000,17019,180041
2000,17021,35383
2000,17023,16969
2000,17025,14409
2000,17027,35565
2000,17029,53114
2000,17031,5373418
2000,17033,20411
2000,17035,11318
2000,17037,89237
2000,17039,16800
2000,17041,19964
2000,17043,906284
2000,17045,19582
2000,17047,6963
2000,17049,34248
2000,17051,21827
2000,17053,14195
2000,17055,39003
2000,17057,38216
2000,17059,6405
2000,17061,14752
2000,17063,37704
2000,17065,8602
2000,17067,20148
2000,17069,4777
2000,17071,8172
2000,17073,51078
2000,17075,31386
2000,17077,59633
2000,17079,10067
2000,17081,40041
2000,17083,21642
2000,17085,22296
2000,17087,12836
2000,17089,407847
2000,17091,103842
2000,17093,55311
2000,17095,55783
2000,17097,648150
2000,17099,111600
2000,17101,15432
2000,17103,36092
2000,17105,39751
2000,17107,31161
2000,17109,32841
2000,17111,261084
2000,17113,150844
2000,17115,114499
2000,17117,48972
2000,17119,259204
2000,17121,41665
2000,17123,13137
2000,17125,16001
2000,17127,15136
2000,17129,12476
2000,17131,16937
2000,17133,27764
2000,17135,30657
2000,17137,36638
2000,17139,14327
2000,17141,51275
2000,17143,183186
2000,17145,23055
2000,17147,16387
2000,17149,17320
2000,17151,4411
2000,17153,7294
2000,17155,6065
2000,17157,33910
2000,17159,16259
2000,17161,149134
2000,17163,256462
2000,17165,26603
2000,17167,189152
2000,17169,7199
2000,17171,5549
2000,17173,22850
2000,17175,6317
2000,17177,48920
2000,17179,128520
2000,17181,18267
2000,17183,83821
2000,17185,12895
2000,17187,18680
2000,17189,15162
2000,17191,17112
2000,17193,15333
2000,17195,60615
2000,17197,507629
2000,17199,61279
2000,17201,278981
2000,17203,35499
2000,18001,33597
2000,18003,332786
2000,18005,71763
2000,18007,9412
2000,18009,13988
2000,18011,46390
2000,18013,14998
2000,18015,20150
2000,18017,40939
2000,18019,96714
2000,18021,26565
2000,18023,33942
2000,18025,10786
2000,18027,29882
2000,18029,46349
2000,18031,24572
2000,18033,40537
2000,18035,118776
2000,18037,39892
2000,18039,183412
2000,18041,25556
2000,18043,70879
2000,18045,17929
2000,18047,22252
2000,18049,20549
2000,18051,32491
2000,18053,73325
2000,18055,33191
2000,18057,185221
2000,18059,55710
2000,18061,34569
2000,18063,105378
2000,18065,48469
2000,18067,84940
2000,18069,38068
2000,18071,41428
2000,18073,30334
2000,18075,21792
2000,18077,31706
2000,18079,27747
2000,18081,115756
2000,18083,39195
2000,18085,74211
2000,18087,34892
2000,18089,484514
2000,18091,110121
2000,18093,45915
2000,18095,133213
2000,18097,860832
2000,18099,45243
2000,18101,10360
2000,18103,36184
2000,18105,120872
2000,18107,37601
2000,18109,66838
2000,18111,14525
2000,18113,46640
2000,18115,5582
2000,18117,19316
2000,18119,21837
2000,18121,17179
2000,18123,18865
2000,18125,12826
2000,18127,147137
2000,18129,27070
2000,18131,13605
2000,18133,36180
2000,18135,27363
2000,18137,26654
2000,18139,18194
2000,18141,265845
2000,18143,23049
2000,18145,43479
2000,18147,20432
2000,18149,23525
2000,18151,33339
2000,18153,21756
2000,18155,9129
2000,18157,149359
2000,18159,16582
2000,18161,7343
2000,18163,172052
2000,18165,16772
2000,18167,105762
2000,18169,34993
2000,18171,8435
2000,18173,52531
2000,18175,27247
2000,18177,71033
2000,18179,27619
2000,18181,25246
2000,18183,30634
2000,19001,8223
2000,19003,4476
2000,19005,14674
2000,19007,13696
2000,19009,6804
2000,19011,25326
2000,19013,128019
2000,19015,26251
2000,19017,23312
2000,19019,21064
2000,19021,20361
2000,19023,15299
2000,19025,11088
2000,19027,21382
2000,19029,14675
2000,19031,18199
2000,19033,46389
2000,19035,13019
2000,19037,13168
2000,19039,9194
2000,19041,17360
2000,19043,18611
2000,19045,50120
2000,19047,16944
2000,19049,41446
2000,19051,8544
2000,19053,8645
2000,19055,18416
2000,19057,42253
2000,19059,16460
2000,19061,89201
2000,19063,10995
2000,19065,22022
2000,19067,16854
2000,19069,10679
2000,19071,7995
2000,19073,10341
2000,19075,12368
2000,19077,11334
2000,19079,16423
2000,19081,12109
2000,19083,18807
2000,19085,15685
2000,19087,20341
2000,19089,9934
2000,19091,10377
2000,19093,7804
2000,19095,15729
2000,19097,20297
2000,19099,37252
2000,19101,16189
2000,19103,111455
2000,19105,20259
2000,19107,11418
2000,19109,17206
2000,19111,37931
2000,19113,192365
2000,19115,12174
2000,19117,9369
2000,19119,11748
2000,19121,14049
2000,19123,22299
2000,19125,32104
2000,19127,39356
2000,19129,14554
2000,19131,10868
2000,19133,10009
2000,19135,8005
2000,19137,11793
2000,19139,41791
2000,19141,15067
2000,19143,6985
2000,19145,16939
2000,19147,10135
2000,19149,24870
2000,19151,8602
2000,19153,375627
2000,19155,88022
2000,19157,18903
2000,19159,5465
2000,19161,11481
2000,19163,158614
2000,19165,13031
2000,19167,31609
2000,19169,80152
2000,19171,18084
2000,19173,6976
2000,19175,12281
2000,19177,7793
2000,19179,36007
2000,19181,40787
2000,19183,20718
2000,19185,6728
2000,19187,40234
2000,19189,11778
2000,19191,21265
2000,19193,103786
2000,19195,7894
2000,19197,14327
2000,20001,14393
2000,20003,8091
2000,20005,16796
2000,20007,5292
2000,20009,28163
2000,20011,15366
2000,20013,10709
2000,20015,59681
2000,20017,3019
2000,20019,4344
2000,20021,22554
2000,20023,3157
2000,20025,2402
2000,20027,8827
2000,20029,10238
2000,20031,8932
2000,20033,1955
2000,20035,36342
2000,20037,38262
2000,20039,3460
2000,20041,19349
2000,20043,8240
2000,20045,100247
2000,20047,3434
2000,20049,3217
2000,20051,27454
2000,20053,6536
2000,20055,40508
2000,20057,32544
2000,20059,24869
2000,20061,27845
2000,20063,3087
2000,20065,2925
2000,20067,7880
2000,20069,5913
2000,20071,1530
2000,20073,7647
2000,20075,2651
2000,20077,6511
2000,20079,32894
2000,20081,4302
2000,20083,2072
2000,20085,12655
2000,20087,18553
2000,20089,3747
2000,20091,454539
2000,20093,4497
2000,20095,8685
2000,20097,3264
2000,20099,22733
2000,20101,2145
2000,20103,68957
2000,20105,3576
2000,20107,9580
2000,20109,3059
2000,20111,35967
2000,20113,29572
2000,20115,13394
2000,20117,10933
2000,20119,4621
2000,20121,28536
2000,20123,6911
2000,20125,36242
2000,20127,6120
2000,20129,3482
2000,20131,10694
2000,20133,16934
2000,20135,3448
2000,20137,5962
2000,20139,16756
2000,20141,4436
2000,20143,6192
2000,20145,7225
2000,20147,5995
2000,20149,18302
2000,20151,9649
2000,20153,2988
2000,20155,64731
2000,20157,5804
2000,20159,10728
2000,20161,63237
2000,20163,5665
2000,20165,3536
2000,20167,7349
2000,20169,53659
2000,20171,5100
2000,20173,453705
2000,20175,22616
2000,20177,170027
2000,20179,2795
2000,20181,6746
2000,20183,4519
2000,20185,4752
2000,20187,2394
2000,20189,5460
2000,20191,25946
2000,20193,8179
2000,20195,3280
2000,20197,6868
2000,20199,1733
2000,20201,6413
2000,20203,2512
2000,20205,10303
2000,20207,3754
2000,20209,157883
2000,21001,17327
2000,21003,17820
2000,21005,19151
2000,21007,8304
2000,21009,38128
2000,21011,11128
2000,21013,30015
2000,21015,87108
2000,21017,19366
2000,21019,49627
2000,21021,27673
2000,21023,8267
2000,21025,15999
2000,21027,18682
2000,21029,61590
2000,21031,12991
2000,21033,13026
2000,21035,34160
2000,21037,88687
2000,21039,5336
2000,21041,10181
2000,21043,26874
2000,21045,15466
2000,21047,72730
2000,21049,33234
2000,21051,24458
2000,21053,9637
2000,21055,9408
2000,21057,7167
2000,21059,91657
2000,21061,11639
2000,21063,6767
2000,21065,15307
2000,21067,261408
2000,21069,13837
2000,21071,42316
2000,21073,47888
2000,21075,7697
2000,21077,7866
2000,21079,14844
2000,21081,22485
2000,21083,37049
2000,21085,24094
2000,21087,11526
2000,21089,36836
2000,21091,8424
2000,21093,92919
2000,21095,32935
2000,21097,17997
2000,21099,17535
2000,21101,44827
2000,21103,15032
2000,21105,5240
2000,21107,46463
2000,21109,13507
2000,21111,694399
2000,21113,39216
2000,21115,23315
2000,21117,151658
2000,21119,17593
2000,21121,31770
2000,21123,13398
2000,21125,52920
2000,21127,15553
2000,21129,7929
2000,21131,12371
2000,21133,25213
2000,21135,14111
2000,21137,23410
2000,21139,9811
2000,21141,26654
2000,21143,8114
2000,21145,65423
2000,21147,17074
2000,21149,9983
2000,21151,71309
2000,21153,13321
2000,21155,18243
2000,21157,30113
2000,21159,12586
2000,21161,16790
2000,21163,28189
2000,21165,6565
2000,21167,20794
2000,21169,10005
2000,21171,11700
2000,21173,22650
2000,21175,13964
2000,21177,31795
2000,21179,37662
2000,21181,6789
2000,21183,22933
2000,21185,46895
2000,21187,10554
2000,21189,4852
2000,21191,14475
2000,21193,29259
2000,21195,68506
2000,21197,13251
2000,21199,56428
2000,21201,2271
2000,21203,16623
2000,21205,22077
2000,21207,16296
2000,21209,33422
2000,21211,33574
2000,21213,16416
2000,21215,11911
2000,21217,22874
2000,21219,11926
2000,21221,12657
2000,21223,8227
2000,21225,15378
2000,21227,92917
2000,21229,10920
2000,21231,19958
2000,21233,14097
2000,21235,35895
2000,21237,7126
2000,21239,23278
2000,22001,58795
2000,22003,25401
2000,22005,77335
2000,22007,23324
2000,22009,41459
2000,22011,32979
2000,22013,15717
2000,22015,99658
2000,22017,250990
2000,22019,183554
2000,22021,10559
2000,22023,9937
2000,22025,10882
2000,22027,16811
2000,22029,20225
2000,22031,25502
2000,22033,412958
2000,22035,9384
2000,22037,21298
2000,22039,35414
2000,22041,21261
2000,22043,18734
2000,22045,73170
2000,22047,33321
2000,22049,15415
2000,22051,454936
2000,22053,31506
2000,22055,190516
2000,22057,89775
2000,22059,14271
2000,22061,42575
2000,22063,92648
2000,22065,13704
2000,22067,30961
2000,22069,39089
2000,22071,485610
2000,22073,147271
2000,22075,26758
2000,22077,22759
2000,22079,126445
2000,22081,9598
2000,22083,20935
2000,22085,23475
2000,22087,67278
2000,22089,48118
2000,22091,10548
2000,22093,21201
2000,22095,43248
2000,22097,87420
2000,22099,48583
2000,22101,53377
2000,22103,192131
2000,22105,100716
2000,22107,6535
2000,22109,104756
2000,22111,22762
2000,22113,54094
2000,22115,52744
2000,22117,43936
2000,22119,41700
2000,22121,21577
2000,22123,12285
2000,22125,15145
2000,22127,16816
2000,23001,103852
2000,23003,73872
2000,23005,266109
2000,23007,29498
2000,23009,51967
2000,23011,117177
2000,23013,39666
2000,23015,33697
2000,23017,54787
2000,23019,144937
2000,23021,17245
2000,23023,35176
2000,23025,50874
2000,23027,36445
2000,23029,33876
2000,23031,187894
2000,24001,74804
2000,24003,491670
2000,24005,755598
2000,24009,75118
2000,24011,29773
2000,24013,151454
2000,24015,86448
2000,24017,121229
2000,24019,30581
2000,24021,196563
2000,24023,29838
2000,24025,219797
2000,24027,249590
2000,24029,19252
2000,24031,877478
2000,24033,803111
2000,24035,40763
2000,24037,86498
2000,24039,24710
2000,24041,33895
2000,24043,132051
2000,24045,84899
2000,24047,46828
2000,24510,649086
2000,25001,223031
2000,25003,134769
2000,25005,535817
2000,25007,15090
2000,25009,725025
2000,25011,71471
2000,25013,456533
2000,25015,152364
2000,25017,1467248
2000,25019,9503
2000,25021,650865
2000,25023,474131
2000,25025,692745
2000,25027,752512
2000,26001,11677
2000,26003,9819
2000,26005,105904
2000,26007,31269
2000,26009,23264
2000,26011,17278
2000,26013,8875
2000,26015,56931
2000,26017,110192
2000,26019,16090
2000,26021,162471
2000,26023,45875
2000,26025,138014
2000,26027,51146
2000,26029,26171
2000,26031,26530
2000,26033,38593
2000,26035,31398
2000,26037,65020
2000,26039,14308
2000,26041,38542
2000,26043,27460
2000,26045,104000
2000,26047,31517
2000,26049,436965
2000,26051,26127
2000,26053,17219
2000,26055,78004
2000,26057,42472
2000,26059,46698
2000,26061,35964
2000,26063,36047
2000,26065,279715
2000,26067,61712
2000,26069,27334
2000,26071,13106
2000,26073,63444
2000,26075,158679
2000,26077,239008
2000,26079,16640
2000,26081,576178
2000,26083,2274
2000,26085,11338
2000,26087,88271
2000,26089,21257
2000,26091,99069
2000,26093,158345
2000,26095,7006
2000,26097,11938
2000,26099,790846
2000,26101,24609
2000,26103,64606
2000,26105,28350
2000,26107,40657
2000,26109,25281
2000,26111,82913
2000,26113,14536
2000,26115,146364
2000,26117,61484
2000,26119,10364
2000,26121,170396
2000,26123,47972
2000,26125,1196165
2000,26127,26902
2000,26129,21710
2000,26131,7825
2000,26133,23248
2000,26135,9392
2000,26137,23443
2000,26139,239559
2000,26141,14378
2000,26143,25494
2000,26145,209899
2000,26147,164621
2000,26149,62480
2000,26151,44516
2000,26153,8915
2000,26155,71714
2000,26157,58251
2000,26159,76242
2000,26161,324372
2000,26163,2057255
2000,26165,30537
2000,27001,15282
2000,27003,299780
2000,27005,30188
2000,27007,39789
2000,27009,34470
2000,27011,5777
2000,27013,55988
2000,27015,26877
2000,27017,31784
2000,27019,70843
2000,27021,27292
2000,27023,12913
2000,27025,41611
2000,27027,51308
2000,27029,8389
2000,27031,5178
2000,27033,12167
2000,27035,55184
2000,27037,357848
2000,27039,17857
2000,27041,32882
2000,27043,16143
2000,27045,21142
2000,27047,32555
2000,27049,44154
2000,27051,6265
2000,27053,1117775
2000,27055,19730
2000,27057,18401
2000,27059,31459
2000,27061,43927
2000,27063,11186
2000,27065,15041
2000,27067,41141
2000,27069,5260
2000,27071,14288
2000,27073,8057
2000,27075,11083
2000,27077,4488
2000,27079,25459
2000,27081,6403
2000,27083,25465
2000,27085,34854
2000,27087,5167
2000,27089,10119
2000,27091,21786
2000,27093,22766
2000,27095,22422
2000,27097,31819
2000,27099,38669
2000,27101,9153
2000,27103,29904
2000,27105,20791
2000,27107,7431
2000,27109,124930
2000,27111,57073
2000,27113,13545
2000,27115,26607
2000,27117,9858
2000,27119,31384
2000,27121,11231
2000,27123,511520
2000,27125,4279
2000,27127,16767
2000,27129,17125
2000,27131,56811
2000,27133,9703
2000,27135,16309
2000,27137,200626
2000,27139,91031
2000,27141,65361
2000,27143,15361
2000,27145,133669
2000,27147,33793
2000,27149,10021
2000,27151,11834
2000,27153,24407
2000,27155,4123
2000,27157,21644
2000,27159,13745
2000,27161,19522
2000,27163,202686
2000,27165,11826
2000,27167,7116
2000,27169,50081
2000,27171,90786
2000,27173,11208
2000,28001,34246
2000,28003,34600
2000,28005,13546
2000,28007,19620
2000,28009,8034
2000,28011,40381
2000,28013,15044
2000,28015,10764
2000,28017,19372
2000,28019,9742
2000,28021,11792
2000,28023,17749
2000,28025,21984
2000,28027,30526
2000,28029,28761
2000,28031,19426
2000,28033,108714
2000,28035,71982
2000,28037,8414
2000,28039,19257
2000,28041,13295
2000,28043,23160
2000,28045,43307
2000,28047,190071
2000,28049,250474
2000,28051,21564
2000,28053,11106
2000,28055,2258
2000,28057,22853
2000,28059,132019
2000,28061,18110
2000,28063,9649
2000,28065,13853
2000,28067,64993
2000,28069,10443
2000,28071,38759
2000,28073,40211
2000,28075,78195
2000,28077,13215
2000,28079,20964
2000,28081,75876
2000,28083,37763
2000,28085,33163
2000,28087,61529
2000,28089,75089
2000,28091,25616
2000,28093,35004
2000,28095,37981
2000,28097,12115
2000,28099,28689
2000,28101,21791
2000,28103,12536
2000,28105,43122
2000,28107,34379
2000,28109,48621
2000,28111,12149
2000,28113,38995
2000,28115,26967
2000,28117,25662
2000,28119,10055
2000,28121,116255
2000,28123,28393
2000,28125,6520
2000,28127,27641
2000,28129,16182
2000,28131,13664
2000,28133,34249
2000,28135,14927
2000,28137,25477
2000,28139,20925
2000,28141,19158
2000,28143,9242
2000,28145,25484
2000,28147,15099
2000,28149,49598
2000,28151,62657
2000,28153,21342
2000,28155,10282
2000,28157,10307
2000,28159,20152
2000,28161,13125
2000,28163,28119
2000,29001,24956
2000,29003,16522
2000,29005,6389
2000,29007,25862
2000,29009,33971
2000,29011,12542
2000,29013,16700
2000,29015,17202
2000,29017,12047
2000,29019,135940
2000,29021,86192
2000,29023,40826
2000,29025,8975
2000,29027,40927
2000,29029,37053
2000,29031,68796
2000,29033,10267
2000,29035,5974
2000,29037,82592
2000,29039,13720
2000,29041,8411
2000,29043,54936
2000,29045,7387
2000,29047,184703
2000,29049,19046
2000,29051,71485
2000,29053,16764
2000,29055,22828
2000,29057,7915
2000,29059,15751
2000,29061,7998
2000,29063,13137
2000,29065,14947
2000,29067,13097
2000,29069,33148
2000,29071,94050
2000,29073,15374
2000,29075,6873
2000,29077,241015
2000,29079,10513
2000,29081,8873
2000,29083,22108
2000,29085,8940
2000,29087,5326
2000,29089,10182
2000,29091,37285
2000,29093,10628
2000,29095,655709
2000,29097,104966
2000,29099,198937
2000,29101,48534
2000,29103,4356
2000,29105,32598
2000,29107,33000
2000,29109,35352
2000,29111,10500
2000,29113,39196
2000,29115,13722
2000,29117,14519
2000,29119,21665
2000,29121,15734
2000,29123,11853
2000,29125,8918
2000,29127,28285
2000,29129,3747
2000,29131,23617
2000,29133,13395
2000,29135,14847
2000,29137,9329
2000,29139,12141
2000,29141,19291
2000,29143,19657
2000,29145,52699
2000,29147,21897
2000,29149,10327
2000,29151,13026
2000,29153,9532
2000,29155,20060
2000,29157,18134
2000,29159,39486
2000,29161,39945
2000,29163,18301
2000,29165,74316
2000,29167,26999
2000,29169,41957
2000,29171,5231
2000,29173,9669
2000,29175,24660
2000,29177,23393
2000,29179,6708
2000,29181,13482
2000,29183,286218
2000,29185,9698
2000,29186,17973
2000,29187,55773
2000,29189,1016178
2000,29195,23747
2000,29197,4178
2000,29199,4976
2000,29201,40371
2000,29203,8331
2000,29205,6790
2000,29207,29756
2000,29209,28600
2000,29211,7227
2000,29213,40059
2000,29215,23049
2000,29217,20428
2000,29219,24745
2000,29221,23395
2000,29223,13259
2000,29225,31219
2000,29227,2382
2000,29229,17926
2000,29510,347144
2000,30001,9204
2000,30003,12669
2000,30005,6968
2000,30007,4378
2000,30009,9561
2000,30011,1335
2000,30013,80318
